location,date,cases,deaths
South Africa,2020-05-24,1218,10
South Africa,2020-05-25,1240,22
South Africa,2020-05-26,1032,52
South Africa,2020-05-27,649,43
South Africa,2020-05-28,1673,28
South Africa,2020-05-29,1466,25
South Africa,2020-05-30,1837,34
South Africa,2020-05-31,1727,32
South Africa,2020-06-01,1716,40
South Africa,2020-06-02,1674,22
South Africa,2020-06-03,1455,50
South Africa,2020-06-04,1713,37
South Africa,2020-06-05,3267,56
South Africa,2020-06-06,2642,60
South Africa,2020-06-07,2539,44
South Africa,2020-06-08,2312,46
South Africa,2020-06-09,2594,82
South Africa,2020-06-10,2112,82
South Africa,2020-06-11,2430,48
South Africa,2020-06-12,3147,79
South Africa,2020-06-13,3359,65
South Africa,2020-06-14,3809,69
South Africa,2020-06-15,4302,57
South Africa,2020-06-16,3495,88
South Africa,2020-06-17,2801,57
South Africa,2020-06-18,4078,49
South Africa,2020-06-19,3478,63
South Africa,2020-06-20,3825,94
South Africa,2020-06-21,4966,46
South Africa,2020-06-22,4621,53
South Africa,2020-06-23,4288,61
South Africa,2020-06-24,4518,111
South Africa,2020-06-25,5688,103
South Africa,2020-06-26,6579,87
South Africa,2020-06-27,6215,48
South Africa,2020-06-28,7210,73
South Africa,2020-06-29,6334,43
South Africa,2020-06-30,6130,73
South Africa,2020-07-01,6945,128
South Africa,2020-07-02,8124,92
South Africa,2020-07-03,8728,95
South Africa,2020-07-04,9063,108
South Africa,2020-07-05,10853,74
South Africa,2020-07-06,8773,173
South Africa,2020-07-07,8971,111
South Africa,2020-07-08,10134,192
South Africa,2020-07-09,8810,100
South Africa,2020-07-10,13674,118
South Africa,2020-07-11,12348,140
South Africa,2020-07-12,13497,111
South Africa,2020-07-13,12058,108
South Africa,2020-07-14,11554,93
South Africa,2020-07-15,10496,174
South Africa,2020-07-16,12757,107
South Africa,2020-07-17,13172,216
South Africa,2020-07-18,13373,135
South Africa,2020-07-19,13285,144
South Africa,2020-07-20,13449,85
South Africa,2020-07-21,9300,140
South Africa,2020-07-22,8170,195
South Africa,2020-07-23,13150,572
South Africa,2020-07-24,13104,153
South Africa,2020-07-25,13944,250
South Africa,2020-07-26,12204,312
South Africa,2020-07-27,11233,114
South Africa,2020-07-28,7096,298
South Africa,2020-07-29,7232,190
South Africa,2020-07-30,11362,240
South Africa,2020-07-31,11046,315
South Africa,2020-08-01,11014,193
South Africa,2020-08-02,10107,148
South Africa,2020-08-03,8195,213
South Africa,2020-08-04,5377,173
South Africa,2020-08-05,4456,345
South Africa,2020-08-06,8559,414
South Africa,2020-08-07,8307,306
South Africa,2020-08-08,7292,305
South Africa,2020-08-09,7712,301
South Africa,2020-08-10,6670,198
South Africa,2020-08-11,3740,213
South Africa,2020-08-12,2511,130
South Africa,2020-08-13,2810,259
South Africa,2020-08-14,3946,260
South Africa,2020-08-15,6275,286
South Africa,2020-08-16,4513,121
South Africa,2020-08-17,3692,162
South Africa,2020-08-18,2541,143
South Africa,2020-08-19,2258,282
South Africa,2020-08-20,3916,159
South Africa,2020-08-21,3880,195
South Africa,2020-08-22,3398,225
South Africa,2020-08-23,3707,144
South Africa,2020-08-24,2728,72
South Africa,2020-08-25,1677,100
South Africa,2020-08-26,1567,149
South Africa,2020-08-27,2684,194
South Africa,2020-08-28,2585,126
South Africa,2020-08-29,1837,115
South Africa,2020-08-30,2428,238
South Africa,2020-08-31,2505,47
South Africa,2020-09-01,1985,121
South Africa,2020-09-02,1218,114
South Africa,2020-09-03,2336,126
South Africa,2020-09-04,2420,174
South Africa,2020-09-05,2063,115
South Africa,2020-09-06,1806,101
South Africa,2020-09-07,1633,110
South Africa,2020-09-08,845,115
South Africa,2020-09-09,1079,82
South Africa,2020-09-10,1990,82
South Africa,2020-09-11,2007,97
South Africa,2020-09-12,1960,113
South Africa,2020-09-13,1816,49
South Africa,2020-09-14,1579,20
South Africa,2020-09-15,956,52
South Africa,2020-09-16,772,142
South Africa,2020-09-17,1923,64
South Africa,2020-09-18,2128,67
South Africa,2020-09-19,2055,85
South Africa,2020-09-20,2029,83
South Africa,2020-09-21,1555,13
South Africa,2020-09-22,725,39
South Africa,2020-09-23,1346,126
South Africa,2020-09-24,1906,88
South Africa,2020-09-25,1861,77
South Africa,2020-09-26,1480,29
South Africa,2020-09-27,969,64
South Africa,2020-09-28,1268,22
South Africa,2020-09-29,903,188
South Africa,2020-09-30,903,81
South Africa,2020-10-01,1767,67
South Africa,2020-10-02,1745,132
South Africa,2020-10-03,1749,43
South Africa,2020-10-04,1883,29
South Africa,2020-10-05,1573,38
South Africa,2020-10-06,926,40
South Africa,2020-10-07,1027,87
South Africa,2020-10-08,1913,145
South Africa,2020-10-09,1736,160
South Africa,2020-10-10,1641,139
South Africa,2020-10-11,2364,126
South Africa,2020-10-12,1575,107
South Africa,2020-10-13,0,0
South Africa,2020-10-14,2066,248
South Africa,2020-10-15,1877,123
South Africa,2020-10-16,1770,158
South Africa,2020-10-17,2019,61
South Africa,2020-10-18,1928,38
South Africa,2020-10-19,1662,63
South Africa,2020-10-20,1461,21
South Africa,2020-10-21,1050,164
South Africa,2020-10-22,2055,85
South Africa,2020-10-23,2156,102
South Africa,2020-10-24,1897,48
South Africa,2020-10-25,1834,53
South Africa,2020-10-26,1622,24
South Africa,2020-10-27,891,40
South Africa,2020-10-28,1092,45
South Africa,2020-10-29,1863,58
South Africa,2020-10-30,2056,53
South Africa,2020-10-31,1912,66
South Africa,2020-11-01,1770,46
South Africa,2020-11-02,1371,135
South Africa,2020-11-03,772,54
South Africa,2020-11-04,1241,74
South Africa,2020-11-05,1712,46
South Africa,2020-11-06,1866,92
South Africa,2020-11-07,1761,72
South Africa,2020-11-08,1731,40
South Africa,2020-11-09,1372,20
South Africa,2020-11-10,1247,36
South Africa,2020-11-11,1729,106
South Africa,2020-11-12,2140,60
Pakistan,2019-12-31,0,0
Pakistan,2020-01-01,0,0
Pakistan,2020-01-02,0,0
Pakistan,2020-01-03,0,0
Pakistan,2020-01-04,0,0
Pakistan,2020-01-05,0,0
Pakistan,2020-01-06,0,0
Pakistan,2020-01-07,0,0
Pakistan,2020-01-08,0,0
Pakistan,2020-01-09,0,0
Pakistan,2020-01-10,0,0
Pakistan,2020-01-11,0,0
Pakistan,2020-01-12,0,0
Pakistan,2020-01-13,0,0
Pakistan,2020-01-14,0,0
Pakistan,2020-01-15,0,0
Pakistan,2020-01-16,0,0
Pakistan,2020-01-17,0,0
Pakistan,2020-01-18,0,0
Pakistan,2020-01-19,0,0
Pakistan,2020-01-20,0,0
Pakistan,2020-01-21,0,0
Pakistan,2020-01-22,0,0
Pakistan,2020-01-23,0,0
Pakistan,2020-01-24,0,0
Pakistan,2020-01-25,0,0
Pakistan,2020-01-26,0,0
Pakistan,2020-01-27,0,0
Pakistan,2020-01-28,0,0
Pakistan,2020-01-29,0,0
Pakistan,2020-01-30,0,0
Pakistan,2020-01-31,0,0
Pakistan,2020-02-01,0,0
Pakistan,2020-02-02,0,0
Pakistan,2020-02-03,0,0
Pakistan,2020-02-04,0,0
Pakistan,2020-02-05,0,0
Pakistan,2020-02-06,0,0
Pakistan,2020-02-07,0,0
Pakistan,2020-02-08,0,0
Pakistan,2020-02-09,0,0
Pakistan,2020-02-10,0,0
Pakistan,2020-02-11,0,0
Pakistan,2020-02-12,0,0
Pakistan,2020-02-13,0,0
Pakistan,2020-02-14,0,0
Pakistan,2020-02-15,0,0
Pakistan,2020-02-16,0,0
Pakistan,2020-02-17,0,0
Pakistan,2020-02-18,0,0
Pakistan,2020-02-19,0,0
Pakistan,2020-02-20,0,0
Pakistan,2020-02-21,0,0
Pakistan,2020-02-22,0,0
Pakistan,2020-02-23,0,0
Pakistan,2020-02-24,0,0
Pakistan,2020-02-25,0,0
Pakistan,2020-02-26,0,0
Pakistan,2020-02-27,2,0
Pakistan,2020-02-28,0,0
Pakistan,2020-02-29,0,0
Pakistan,2020-03-01,2,0
Pakistan,2020-03-02,0,0
Pakistan,2020-03-03,,
Pakistan,2020-03-04,1,0
Pakistan,2020-03-05,,
Pakistan,2020-03-06,,
Pakistan,2020-03-07,1,0
Pakistan,2020-03-08,,
Pakistan,2020-03-09,,
Pakistan,2020-03-10,10,0
Pakistan,2020-03-11,0,0
Pakistan,2020-03-12,4,0
Pakistan,2020-03-13,1,0
Pakistan,2020-03-14,0,0
Pakistan,2020-03-15,9,0
Pakistan,2020-03-16,1,0
Pakistan,2020-03-17,156,0
Pakistan,2020-03-18,0,0
Pakistan,2020-03-19,115,0
Pakistan,2020-03-20,176,2
Pakistan,2020-03-21,17,1
Pakistan,2020-03-22,151,0
Pakistan,2020-03-23,138,2
Pakistan,2020-03-24,103,1
Pakistan,2020-03-25,104,1
Pakistan,2020-03-26,66,1
Pakistan,2020-03-27,140,1
Pakistan,2020-03-28,0,0
Pakistan,2020-03-29,211,2
Pakistan,2020-03-30,118,2
Pakistan,2020-03-31,99,5
Pakistan,2020-04-01,414,8
Pakistan,2020-04-02,252,5
Pakistan,2020-04-03,0,0
Pakistan,2020-04-04,0,0
Pakistan,2020-04-05,159,4
Pakistan,2020-04-06,827,15
Pakistan,2020-04-07,587,4
Pakistan,2020-04-08,208,4
Pakistan,2020-04-09,250,5
Pakistan,2020-04-10,279,3
Pakistan,2020-04-11,187,5
Pakistan,2020-04-12,250,15
Pakistan,2020-04-13,336,7
Pakistan,2020-04-14,342,3
Pakistan,2020-04-15,272,11
Pakistan,2020-04-16,517,17
Pakistan,2020-04-17,520,11
Pakistan,2020-04-18,456,8
Pakistan,2020-04-19,512,16
Pakistan,2020-04-20,425,17
Pakistan,2020-04-21,798,16
Pakistan,2020-04-22,533,17
Pakistan,2020-04-23,0,0
Pakistan,2020-04-24,1406,28
Pakistan,2020-04-25,785,16
Pakistan,2020-04-26,783,16
Pakistan,2020-04-27,605,12
Pakistan,2020-04-28,751,20
Pakistan,2020-04-29,806,26
Pakistan,2020-04-30,874,19
Pakistan,2020-05-01,1058,39
Pakistan,2020-05-02,1297,32
Pakistan,2020-05-03,989,23
Pakistan,2020-05-04,1083,22
Pakistan,2020-05-05,1315,24
Pakistan,2020-05-06,1049,40
Pakistan,2020-05-07,1523,38
Pakistan,2020-05-08,1764,30
Pakistan,2020-05-09,1637,24
Pakistan,2020-05-10,1991,21
Pakistan,2020-05-11,1476,28
Pakistan,2020-05-12,1140,39
Pakistan,2020-05-13,2255,31
Pakistan,2020-05-14,1452,33
Pakistan,2020-05-15,1430,33
Pakistan,2020-05-16,1581,31
Pakistan,2020-05-17,1352,39
Pakistan,2020-05-18,1974,30
Pakistan,2020-05-19,1841,36
Pakistan,2020-05-20,1932,46
Pakistan,2020-05-21,2193,32
Pakistan,2020-05-22,2603,50
Pakistan,2020-05-23,1743,34
Pakistan,2020-05-24,2164,32
Pakistan,2020-05-25,1748,34
Pakistan,2020-05-26,1356,30
Pakistan,2020-05-27,1446,28
Pakistan,2020-05-28,2076,35
Pakistan,2020-05-29,2801,57
Pakistan,2020-05-30,2429,78
Pakistan,2020-05-31,3039,88
Pakistan,2020-06-01,2964,60
Pakistan,2020-06-02,3938,78
Pakistan,2020-06-03,4065,67
Pakistan,2020-06-04,4801,82
Pakistan,2020-06-05,3985,68
Pakistan,2020-06-06,4734,97
Pakistan,2020-06-07,4960,67
Pakistan,2020-06-08,4728,65
Pakistan,2020-06-09,4646,105
Pakistan,2020-06-10,5385,83
Pakistan,2020-06-11,5834,101
Pakistan,2020-06-12,6397,107
Pakistan,2020-06-13,6472,88
Pakistan,2020-06-14,6825,81
Pakistan,2020-06-15,5248,97
Pakistan,2020-06-16,4443,110
Pakistan,2020-06-17,5839,136
Pakistan,2020-06-18,5358,118
Pakistan,2020-06-19,4944,136
Pakistan,2020-06-20,6604,153
Pakistan,2020-06-21,4951,119
Pakistan,2020-06-22,4471,89
Pakistan,2020-06-23,3946,105
Pakistan,2020-06-24,3892,60
Pakistan,2020-06-25,4044,148
Pakistan,2020-06-26,2775,59
Pakistan,2020-06-27,3138,73
Pakistan,2020-06-28,4072,83
Pakistan,2020-06-29,3557,49
Pakistan,2020-06-30,2825,137
Pakistan,2020-07-01,4133,91
Pakistan,2020-07-02,4339,78
Pakistan,2020-07-03,4087,78
Pakistan,2020-07-04,3387,68
Pakistan,2020-07-05,3191,93
Pakistan,2020-07-06,3344,50
Pakistan,2020-07-07,2691,77
Pakistan,2020-07-08,2980,83
Pakistan,2020-07-09,3359,61
Pakistan,2020-07-10,2751,75
Pakistan,2020-07-11,2752,65
Pakistan,2020-07-12,2521,74
Pakistan,2020-07-13,2753,69
Pakistan,2020-07-14,1979,54
Pakistan,2020-07-15,2165,66
Pakistan,2020-07-16,2145,40
Pakistan,2020-07-17,2085,49
Pakistan,2020-07-18,1918,47
Pakistan,2020-07-19,1579,46
Pakistan,2020-07-20,1587,31
Pakistan,2020-07-21,1013,40
Pakistan,2020-07-22,1332,38
Pakistan,2020-07-23,1763,32
Pakistan,2020-07-24,1209,54
Pakistan,2020-07-25,1487,24
Pakistan,2020-07-26,1226,35
Pakistan,2020-07-27,1176,20
Pakistan,2020-07-28,936,23
Pakistan,2020-07-29,1063,27
Pakistan,2020-07-30,1114,32
Pakistan,2020-07-31,903,27
Pakistan,2020-08-01,0,0
Pakistan,2020-08-02,0,0
Pakistan,2020-08-03,1724,33
Pakistan,2020-08-04,432,15
Pakistan,2020-08-05,675,15
Pakistan,2020-08-06,727,21
Pakistan,2020-08-07,782,17
Pakistan,2020-08-08,842,16
Pakistan,2020-08-09,634,14
Pakistan,2020-08-10,539,15
Pakistan,2020-08-11,531,15
Pakistan,2020-08-12,730,17
Pakistan,2020-08-13,753,10
Pakistan,2020-08-14,626,14
Pakistan,2020-08-15,747,9
Pakistan,2020-08-16,670,6
Pakistan,2020-08-17,498,7
Pakistan,2020-08-18,617,15
Pakistan,2020-08-19,0,0
Pakistan,2020-08-20,1126,19
Pakistan,2020-08-21,630,10
Pakistan,2020-08-22,586,12
Pakistan,2020-08-23,591,4
Pakistan,2020-08-24,0,0
Pakistan,2020-08-25,946,20
Pakistan,2020-08-26,482,12
Pakistan,2020-08-27,445,7
Pakistan,2020-08-28,415,9
Pakistan,2020-08-29,319,1
Pakistan,2020-08-30,264,4
Pakistan,2020-08-31,213,6
Pakistan,2020-09-01,300,4
Pakistan,2020-09-02,441,20
Pakistan,2020-09-03,424,10
Pakistan,2020-09-04,498,7
Pakistan,2020-09-05,513,5
Pakistan,2020-09-06,484,2
Pakistan,2020-09-07,394,3
Pakistan,2020-09-08,330,5
Pakistan,2020-09-09,426,9
Pakistan,2020-09-10,196,6
Pakistan,2020-09-11,516,5
Pakistan,2020-09-12,584,3
Pakistan,2020-09-13,526,6
Pakistan,2020-09-14,539,4
Pakistan,2020-09-15,404,6
Pakistan,2020-09-16,665,4
Pakistan,2020-09-17,545,6
Pakistan,2020-09-18,752,9
Pakistan,2020-09-19,645,7
Pakistan,2020-09-20,640,1
Pakistan,2020-09-21,633,4
Pakistan,2020-09-22,582,4
Pakistan,2020-09-23,532,8
Pakistan,2020-09-24,799,5
Pakistan,2020-09-25,798,7
Pakistan,2020-09-26,566,7
Pakistan,2020-09-27,694,6
Pakistan,2020-09-28,566,9
Pakistan,2020-09-29,675,8
Pakistan,2020-09-30,747,5
Pakistan,2020-10-01,543,5
Pakistan,2020-10-02,625,15
Pakistan,2020-10-03,553,8
Pakistan,2020-10-04,632,6
Pakistan,2020-10-05,0,0
Pakistan,2020-10-06,1111,10
Pakistan,2020-10-07,624,12
Pakistan,2020-10-08,583,9
Pakistan,2020-10-09,661,8
Pakistan,2020-10-10,671,6
Pakistan,2020-10-11,666,12
Pakistan,2020-10-12,0,0
Pakistan,2020-10-13,916,18
Pakistan,2020-10-14,615,13
Pakistan,2020-10-15,755,13
Pakistan,2020-10-16,659,7
Pakistan,2020-10-17,575,17
Pakistan,2020-10-18,567,16
Pakistan,2020-10-19,433,5
Pakistan,2020-10-20,0,0
Pakistan,2020-10-21,1292,33
Pakistan,2020-10-22,736,10
Pakistan,2020-10-23,736,13
Pakistan,2020-10-24,847,12
Pakistan,2020-10-25,832,9
Pakistan,2020-10-26,707,3
Pakistan,2020-10-27,773,6
Pakistan,2020-10-28,825,14
Pakistan,2020-10-29,908,16
Pakistan,2020-10-30,1078,20
Pakistan,2020-10-31,807,11
Pakistan,2020-11-01,977,17
Pakistan,2020-11-02,1123,12
Pakistan,2020-11-03,1167,14
Pakistan,2020-11-04,1313,18
Pakistan,2020-11-05,1302,26
Pakistan,2020-11-06,1376,30
Pakistan,2020-11-07,1502,20
Pakistan,2020-11-08,1436,25
Pakistan,2020-11-09,1650,9
Pakistan,2020-11-10,1637,23
Pakistan,2020-11-11,1708,21
Pakistan,2020-11-12,1808,34
Delhi,2020-03-14,7,1
Delhi,2020-03-15,0,0
Delhi,2020-03-16,0,0
Delhi,2020-03-17,1,0
Delhi,2020-03-18,2,0
Delhi,2020-03-19,4,0
Delhi,2020-03-20,6,0
Delhi,2020-03-21,7,0
Delhi,2020-03-22,0,0
Delhi,2020-03-23,3,0
Delhi,2020-03-24,0,0
Delhi,2020-03-25,5,0
Delhi,2020-03-26,1,0
Delhi,2020-03-27,4,0
Delhi,2020-03-28,9,0
Delhi,2020-03-29,23,1
Delhi,2020-03-30,25,0
Delhi,2020-03-31,23,0
Delhi,2020-04-01,32,0
Delhi,2020-04-02,141,2
Delhi,2020-04-03,93,2
Delhi,2020-04-04,59,0
Delhi,2020-04-05,58,1
Delhi,2020-04-06,22,0
Delhi,2020-04-07,51,2
Delhi,2020-04-08,93,0
Delhi,2020-04-09,51,3
Delhi,2020-04-10,183,2
Delhi,2020-04-11,166,5
Delhi,2020-04-12,85,5
Delhi,2020-04-13,356,4
Delhi,2020-04-14,51,2
Delhi,2020-04-15,17,2
Delhi,2020-04-16,62,6
Delhi,2020-04-17,67,4
Delhi,2020-04-18,186,1
Delhi,2020-04-19,110,2
Delhi,2020-04-20,78,2
Delhi,2020-04-21,75,0
Delhi,2020-04-22,92,1
Delhi,2020-04-23,128,2
Delhi,2020-04-24,138,3
Delhi,2020-04-25,111,1
Delhi,2020-04-26,293,0
Delhi,2020-04-27,190,0
Delhi,2020-04-28,206,0
Delhi,2020-04-29,125,2
Delhi,2020-04-30,76,3
Delhi,2020-05-01,223,2
Delhi,2020-05-02,384,3
Delhi,2020-05-03,427,0
Delhi,2020-05-04,349,0
Delhi,2020-05-05,206,0
Delhi,2020-05-06,428,1
Delhi,2020-05-07,448,1
Delhi,2020-05-08,338,2
Delhi,2020-05-09,224,0
Delhi,2020-05-10,381,5
Delhi,2020-05-11,310,0
Delhi,2020-05-12,406,13
Delhi,2020-05-13,359,20
Delhi,2020-05-14,472,9
Delhi,2020-05-15,425,8
Delhi,2020-05-16,438,6
Delhi,2020-05-17,422,19
Delhi,2020-05-18,299,12
Delhi,2020-05-19,500,6
Delhi,2020-05-20,534,10
Delhi,2020-05-21,571,18
Delhi,2020-05-22,660,14
Delhi,2020-05-23,591,23
Delhi,2020-05-24,508,30
Delhi,2020-05-25,635,15
Delhi,2020-05-26,412,12
Delhi,2020-05-27,792,15
Delhi,2020-05-28,1024,13
Delhi,2020-05-29,1105,82
Delhi,2020-05-30,1163,18
Delhi,2020-05-31,1295,57
Delhi,2020-06-01,990,50
Delhi,2020-06-02,1298,33
Delhi,2020-06-03,1513,59
Delhi,2020-06-04,1359,44
Delhi,2020-06-05,1330,49
Delhi,2020-06-06,1320,53
Delhi,2020-06-07,1282,51
Delhi,2020-06-08,1007,62
Delhi,2020-06-09,1366,31
Delhi,2020-06-10,1501,79
Delhi,2020-06-11,1877,101
Delhi,2020-06-12,2137,129
Delhi,2020-06-13,2134,57
Delhi,2020-06-14,2224,56
Delhi,2020-06-15,1647,73
Delhi,2020-06-16,1859,437
Delhi,2020-06-17,2414,67
Delhi,2020-06-18,2877,65
Delhi,2020-06-19,3137,66
Delhi,2020-06-20,3630,77
Delhi,2020-06-21,3000,63
Delhi,2020-06-22,2909,58
Delhi,2020-06-23,3947,68
Delhi,2020-06-24,3788,64
Delhi,2020-06-25,3390,64
Delhi,2020-06-26,3460,63
Delhi,2020-06-27,2948,66
Delhi,2020-06-28,2889,65
Delhi,2020-06-29,2084,57
Delhi,2020-06-30,2199,62
Delhi,2020-07-01,2442,61
Delhi,2020-07-02,2373,61
Delhi,2020-07-03,2520,59
Delhi,2020-07-04,2505,81
Delhi,2020-07-05,2244,63
Delhi,2020-07-06,1379,48
Delhi,2020-07-07,2008,50
Delhi,2020-07-08,2033,48
Delhi,2020-07-09,2187,45
Delhi,2020-07-10,2089,42
Delhi,2020-07-11,1781,34
Delhi,2020-07-12,1573,37
Delhi,2020-07-13,1246,40
Delhi,2020-07-14,1606,35
Delhi,2020-07-15,1647,41
Delhi,2020-07-16,1652,58
Delhi,2020-07-17,1462,26
Delhi,2020-07-18,1475,26
Delhi,2020-07-19,1211,31
Delhi,2020-07-20,954,35
Delhi,2020-07-21,1349,27
Delhi,2020-07-22,1227,29
Delhi,2020-07-23,1041,26
Delhi,2020-07-24,1025,32
Delhi,2020-07-25,1142,29
Delhi,2020-07-26,1075,21
Delhi,2020-07-27,613,26
Delhi,2020-07-28,1056,28
Delhi,2020-07-29,1035,26
Delhi,2020-07-30,1093,29
Delhi,2020-07-31,1195,27
Delhi,2020-08-01,1118,26
Delhi,2020-08-02,961,15
Delhi,2020-08-03,805,17
Delhi,2020-08-04,674,12
Delhi,2020-08-05,1076,11
Delhi,2020-08-06,1299,15
Delhi,2020-08-07,1192,23
Delhi,2020-08-08,1404,16
Delhi,2020-08-09,1300,13
Delhi,2020-08-10,707,20
Delhi,2020-08-11,1257,8
Delhi,2020-08-12,1113,14
Delhi,2020-08-13,956,14
Delhi,2020-08-14,1192,11
Delhi,2020-08-15,1276,10
Delhi,2020-08-16,652,8
Delhi,2020-08-17,787,18
Delhi,2020-08-18,1374,12
Delhi,2020-08-19,1398,9
Delhi,2020-08-20,1215,22
Delhi,2020-08-21,1250,13
Delhi,2020-08-22,1412,14
Delhi,2020-08-23,1450,16
Delhi,2020-08-24,1061,13
Delhi,2020-08-25,1544,17
Delhi,2020-08-26,1693,17
Delhi,2020-08-27,1840,22
Delhi,2020-08-28,1808,20
Delhi,2020-08-29,1954,15
Delhi,2020-08-30,2024,22
Delhi,2020-08-31,1358,18
Delhi,2020-09-01,2312,18
Delhi,2020-09-02,2509,19
Delhi,2020-09-03,2737,19
Delhi,2020-09-04,2914,13
Delhi,2020-09-05,2973,25
Delhi,2020-09-06,3256,29
Delhi,2020-09-07,2077,32
Delhi,2020-09-08,3609,19
Delhi,2020-09-09,4039,20
Delhi,2020-09-10,4308,28
Delhi,2020-09-11,4266,21
Delhi,2020-09-12,4321,28
Delhi,2020-09-13,4235,29
Delhi,2020-09-14,3229,26
Delhi,2020-09-15,4263,36
Delhi,2020-09-16,4473,33
Delhi,2020-09-17,4432,38
Delhi,2020-09-18,4127,30
Delhi,2020-09-19,4071,38
Delhi,2020-09-20,3812,37
Delhi,2020-09-21,2548,32
Delhi,2020-09-22,3816,37
Delhi,2020-09-23,3714,36
Delhi,2020-09-24,3834,36
Delhi,2020-09-25,3827,24
Delhi,2020-09-26,3372,46
Delhi,2020-09-27,3292,42
Delhi,2020-09-28,1984,37
Delhi,2020-09-29,3227,48
Delhi,2020-09-30,3390,41
Delhi,2020-10-01,3037,40
Delhi,2020-10-02,2920,37
Delhi,2020-10-03,2258,34
Delhi,2020-10-04,2683,38
Delhi,2020-10-05,1947,32
Delhi,2020-10-06,2676,39
Delhi,2020-10-07,2871,35
Delhi,2020-10-08,2726,37
Delhi,2020-10-09,2860,39
Delhi,2020-10-10,2866,48
Delhi,2020-10-11,2780,29
Delhi,2020-10-12,1849,40
Delhi,2020-10-13,3036,45
Delhi,2020-10-14,3324,44
Delhi,2020-10-15,3483,26
Delhi,2020-10-16,3428,22
Delhi,2020-10-17,3259,35
Delhi,2020-10-18,3299,28
Delhi,2020-10-19,2154,31
Delhi,2020-10-20,3579,41
Delhi,2020-10-21,3686,47
Delhi,2020-10-22,3882,35
Delhi,2020-10-23,4086,26
Delhi,2020-10-24,4116,36
Delhi,2020-10-25,4136,33
Delhi,2020-10-26,2832,54
Delhi,2020-10-27,4853,44
Delhi,2020-10-28,5673,40
Delhi,2020-10-29,5739,27
Delhi,2020-10-30,5891,47
Delhi,2020-10-31,5062,41
Delhi,2020-11-01,5664,51
Delhi,2020-11-02,4001,42
Delhi,2020-11-03,6725,48
Delhi,2020-11-04,6842,51
Delhi,2020-11-05,6715,66
Delhi,2020-11-06,7178,64
Delhi,2020-11-07,6953,79
Delhi,2020-11-08,7745,77
Delhi,2020-11-09,5023,71
Delhi,2020-11-10,7830,83
Delhi,2020-11-11,8593,85
Addis Ababa,2020-05-25,,0
Addis Ababa,2020-05-27,,0
Addis Ababa,2020-05-28,,0
Addis Ababa,2020-05-29,,0
Addis Ababa,2020-05-30,,0
Addis Ababa,2020-05-31,,0
Addis Ababa,2020-06-01,,0
Addis Ababa,2020-06-02,,0
Addis Ababa,2020-06-03,,0
Addis Ababa,2020-06-04,,0
Addis Ababa,2020-06-05,,0
Addis Ababa,2020-06-06,,0
Addis Ababa,2020-06-07,,6
Addis Ababa,2020-06-08,,0
Addis Ababa,2020-06-09,,5
Addis Ababa,2020-06-10,,0
Addis Ababa,2020-06-11,,4
Addis Ababa,2020-06-12,,7
Addis Ababa,2020-06-13,,8
Addis Ababa,2020-06-14,,2
Addis Ababa,2020-06-15,,1
Addis Ababa,2020-06-16,,1
Addis Ababa,2020-06-17,,1
Addis Ababa,2020-06-18,,2
Addis Ababa,2020-06-19,,4
Addis Ababa,2020-06-20,,0
Addis Ababa,2020-06-21,,1
Addis Ababa,2020-06-22,,1
Addis Ababa,2020-06-23,,0
Addis Ababa,2020-06-24,,1
Addis Ababa,2020-06-25,,3
Addis Ababa,2020-06-26,,7
Addis Ababa,2020-06-27,,5
Addis Ababa,2020-06-28,,2
Addis Ababa,2020-06-29,,4
Addis Ababa,2020-06-30,174,
Addis Ababa,2020-07-01,58,
Addis Ababa,2020-07-02,9,
Addis Ababa,2020-07-03,32,
Addis Ababa,2020-07-04,148,
Addis Ababa,2020-07-05,129,
Addis Ababa,2020-07-06,51,
Addis Ababa,2020-07-07,54,
Addis Ababa,2020-07-08,67,
Addis Ababa,2020-07-09,108,
Addis Ababa,2020-07-10,172,
Addis Ababa,2020-07-11,123,
Addis Ababa,2020-07-12,135,
Addis Ababa,2020-07-13,108,
Addis Ababa,2020-07-14,150,
Addis Ababa,2020-07-15,206,
Addis Ababa,2020-07-16,250,
Addis Ababa,2020-07-17,206,
Addis Ababa,2020-07-18,247,
Addis Ababa,2020-07-19,551,
Addis Ababa,2020-07-20,157,
Addis Ababa,2020-07-21,409,
Addis Ababa,2020-07-22,303,
Addis Ababa,2020-07-23,241,
Addis Ababa,2020-07-24,534,
Addis Ababa,2020-07-25,375,
Addis Ababa,2020-07-26,495,
Addis Ababa,2020-07-27,422,
Addis Ababa,2020-07-28,489,
Addis Ababa,2020-07-29,465,
Addis Ababa,2020-07-30,534,
Addis Ababa,2020-07-31,628,
Addis Ababa,2020-08-01,297,
Addis Ababa,2020-08-02,488,26
Addis Ababa,2020-08-03,387,23
Addis Ababa,2020-08-04,327,6
Addis Ababa,2020-08-05,215,12
Addis Ababa,2020-08-06,278,
Addis Ababa,2020-08-07,325,15
Addis Ababa,2020-08-08,484,6
Addis Ababa,2020-08-09,262,14
Addis Ababa,2020-08-10,,10
Addis Ababa,2020-08-12,,18
Addis Ababa,2020-08-13,,14
Addis Ababa,2020-08-16,,10
Addis Ababa,2020-08-17,,14
Addis Ababa,2020-08-19,,22
Addis Ababa,2020-08-20,,20
